wl,n
0.722,0.33442
0.723,0.33390
0.724,0.33339
0.725,0.33288
0.726,0.33238
0.727,0.33188
0.728,0.33139
0.729,0.33090
0.730,0.33042
0.731,0.32994
0.732,0.32947
0.733,0.32900
0.734,0.32854
0.735,0.32809
0.736,0.32764
0.737,0.32720
0.738,0.32676
0.739,0.32633
0.740,0.32591
0.741,0.32549
0.742,0.32508
0.743,0.32468
0.744,0.32428
0.745,0.32388
0.746,0.32350
0.747,0.32312
0.748,0.32274
0.749,0.32237
0.750,0.32201
0.751,0.32165
0.752,0.32131
0.753,0.32096
0.754,0.32063
0.755,0.32030
0.756,0.31997
0.757,0.31966
0.758,0.31935
0.759,0.31904
0.760,0.31875
0.761,0.31846
0.762,0.31817
0.763,0.31790
0.764,0.31763
0.765,0.31736
0.766,0.31711
0.767,0.31686
0.768,0.31661
0.769,0.31638
0.770,0.31615
0.771,0.31592
0.772,0.31571
0.773,0.31550
0.774,0.31530
0.775,0.31510
0.776,0.31491
0.777,0.31473
0.778,0.31456
0.779,0.31439
0.780,0.31423
0.781,0.31408
0.782,0.31393
0.783,0.31379
0.784,0.31366
0.785,0.31354
0.786,0.31342
0.787,0.31331
0.788,0.31320
0.789,0.31311
0.790,0.31302
0.791,0.31294
0.792,0.31286
0.793,0.31279
0.794,0.31273
0.795,0.31268
0.796,0.31263
0.797,0.31259
0.798,0.31256
0.799,0.31254
0.800,0.31252
0.801,0.31251
0.802,0.31250
0.803,0.31251
0.804,0.31252
0.805,0.31254
0.806,0.31256
0.807,0.31260
0.808,0.31264
0.809,0.31269
0.810,0.31274
0.811,0.31280
0.812,0.31287
0.813,0.31295
0.814,0.31303
0.815,0.31312
0.816,0.31322
0.817,0.31333
0.818,0.31344
0.819,0.31356
0.820,0.31369
0.821,0.31383
0.822,0.31397
0.823,0.31412
0.824,0.31428
0.825,0.31444
0.826,0.31461
0.827,0.31479
0.828,0.31498
0.829,0.31517
0.830,0.31537
0.831,0.31558
0.832,0.31580
0.833,0.31602
0.834,0.31625
0.835,0.31649
0.836,0.31673
0.837,0.31699
0.838,0.31725
0.839,0.31751
0.840,0.31779
0.841,0.31807
0.842,0.31836
0.843,0.31865
0.844,0.31896
0.845,0.31927
0.846,0.31958
0.847,0.31991
0.848,0.32024
0.849,0.32058
0.850,0.32093
0.851,0.32128
0.852,0.32164
0.853,0.32201
0.854,0.32239
0.855,0.32277
0.856,0.32316
0.857,0.32356
0.858,0.32396
0.859,0.32437
0.860,0.32479
0.861,0.32522
0.862,0.32565
0.863,0.32609
0.864,0.32654
0.865,0.32700
0.866,0.32746
0.867,0.32793
0.868,0.32840
0.869,0.32889
0.870,0.32938
0.871,0.32987
0.872,0.33038
0.873,0.33089
0.874,0.33141
0.875,0.33194
0.876,0.33247
0.877,0.33301
0.878,0.33356
0.879,0.33411
0.880,0.33467
0.881,0.33524
0.882,0.33582
0.883,0.33640
0.884,0.33699
0.885,0.33758
0.886,0.33819
0.887,0.33880
0.888,0.33941
0.889,0.34004
0.890,0.34067
0.891,0.34131
0.892,0.34195
0.893,0.34260
0.894,0.34326
0.895,0.34393
0.896,0.34460
0.897,0.34528
0.898,0.34597
0.899,0.34667
0.900,0.34737
0.901,0.34808
0.902,0.34880
0.903,0.34952
0.904,0.35025
0.905,0.35099
0.906,0.35173
0.907,0.35249
0.908,0.35325
0.909,0.35401
0.910,0.35479
0.911,0.35557
0.912,0.35636
0.913,0.35715
0.914,0.35796
0.915,0.35877
0.916,0.35958
0.917,0.36041
0.918,0.36124
0.919,0.36208
0.920,0.36293
0.921,0.36378
0.922,0.36464
0.923,0.36551
0.924,0.36639
0.925,0.36727
0.926,0.36816
0.927,0.36906
0.928,0.36996
0.929,0.37088
0.930,0.37180
0.931,0.37272
0.932,0.37366
0.933,0.37460
0.934,0.37555
0.935,0.37650
0.936,0.37747
0.937,0.37844
0.938,0.37941
0.939,0.38040
0.940,0.38139
0.941,0.38239
0.942,0.38340
0.943,0.38441
0.944,0.38543
0.945,0.38646
0.946,0.38750
0.947,0.38854
0.948,0.38959
0.949,0.39064
0.950,0.39171
0.951,0.39278
0.952,0.39386
0.953,0.39494
0.954,0.39604
0.955,0.39714
0.956,0.39824
0.957,0.39936
0.958,0.40048
0.959,0.40160
0.960,0.40274
0.961,0.40388
0.962,0.40503
0.963,0.40618
0.964,0.40735
0.965,0.40852
0.966,0.40969
0.967,0.41088
0.968,0.41207
0.969,0.41326
0.970,0.41447
0.971,0.41568
0.972,0.41690
0.973,0.41812
0.974,0.41935
0.975,0.42059
0.976,0.42184
0.977,0.42309
0.978,0.42434
0.979,0.42561
0.980,0.42688
0.981,0.42816
0.982,0.42944
0.983,0.43074
0.984,0.43203
0.985,0.43334
0.986,0.43465
0.987,0.43597
0.988,0.43729
0.989,0.43862
0.990,0.43996
0.991,0.44130
0.992,0.44265
0.993,0.44400
0.994,0.44537
0.995,0.44674
0.996,0.44811
0.997,0.44949
0.998,0.45088
0.999,0.45227
1.000,0.45367
1.006,0.46219
1.012,0.47093
1.018,0.47988
1.024,0.48903
1.030,0.49836
1.036,0.50789
1.042,0.51759
1.048,0.52746
1.054,0.53749
1.060,0.54767
1.066,0.55799
1.072,0.56844
1.078,0.57902
1.084,0.58971
1.090,0.60051
1.096,0.61139
1.102,0.62236
1.108,0.63340
1.114,0.64450
1.120,0.65566
1.126,0.66685
1.132,0.67807
1.138,0.68929
1.144,0.70050
1.150,0.71167
1.156,0.72278
1.162,0.73380
1.168,0.74473
1.174,0.75555
1.180,0.76623
1.186,0.77678
1.192,0.78718
1.198,0.79741
1.204,0.80747
1.210,0.81735
1.216,0.82705
1.222,0.83656
1.228,0.84587
1.234,0.85498
1.240,0.86389
1.246,0.87259
1.252,0.88108
1.258,0.88936
1.264,0.89744
1.270,0.90529
1.276,0.91294
1.282,0.92038
1.288,0.92760
1.294,0.93462
1.300,0.94142
1.306,0.94802
1.312,0.95441
1.318,0.96060
1.324,0.96659
1.330,0.97238
1.336,0.97797
1.342,0.98337
1.348,0.98857
1.354,0.99359
1.360,0.99841
1.366,1.00306
1.372,1.00752
1.378,1.01181
1.384,1.01592
1.390,1.01985
1.396,1.02362
1.402,1.02723
1.408,1.03066
1.414,1.03394
1.420,1.03706
1.426,1.04003
1.432,1.04284
1.438,1.04551
1.444,1.04803
1.450,1.05040
1.456,1.05264
1.462,1.05473
1.468,1.05670
1.474,1.05853
1.480,1.06023
1.486,1.06180
1.492,1.06325
1.498,1.06457
1.504,1.06578
1.510,1.06687
1.516,1.06784
1.522,1.06870
1.528,1.06945
1.534,1.07010
1.540,1.07063
1.546,1.07107
1.552,1.07140
1.558,1.07164
1.564,1.07177
1.570,1.07181
1.576,1.07176
1.582,1.07162
1.588,1.07138
1.594,1.07106
1.600,1.07065
1.606,1.07016
1.612,1.06959
1.618,1.06894
1.624,1.06820
1.630,1.06739
1.636,1.06651
1.642,1.06555
1.648,1.06452
1.654,1.06341
1.660,1.06224
1.666,1.06100
1.672,1.05969
1.678,1.05832
1.684,1.05688
1.690,1.05538
1.696,1.05382
1.702,1.05220
1.708,1.05051
1.714,1.04878
1.720,1.04698
1.726,1.04513
1.732,1.04323
1.738,1.04127
1.744,1.03926
1.750,1.03721
1.756,1.03510
1.762,1.03294
1.768,1.03073
1.774,1.02848
1.780,1.02619
1.786,1.02384
1.792,1.02146
1.798,1.01903
1.804,1.01656
1.810,1.01405
1.816,1.01149
1.822,1.00890
1.828,1.00627
1.834,1.00360
1.840,1.00090
1.846,0.99816
1.852,0.99538
1.858,0.99257
1.864,0.98973
1.870,0.98685
1.876,0.98394
1.882,0.98099
1.888,0.97802
1.894,0.97501
1.900,0.97198
1.906,0.96892
1.912,0.96582
1.918,0.96270
1.924,0.95955
1.930,0.95638
1.936,0.95318
1.942,0.94995
1.948,0.94669
1.954,0.94342
1.960,0.94011
1.966,0.93679
1.972,0.93344
1.978,0.93007
1.984,0.92667
1.990,0.92326
1.996,0.91982
2.002,0.91636
2.008,0.91288
2.014,0.90938
2.020,0.90586
2.026,0.90233
2.032,0.89877
2.038,0.89520
2.044,0.89160
2.050,0.88799
2.056,0.88436
2.062,0.88072
2.068,0.87706
2.074,0.87338
2.080,0.86968
2.086,0.86597
2.092,0.86225
2.098,0.85851
2.104,0.85476
2.110,0.85099
2.116,0.84720
2.122,0.84341
2.128,0.83960
2.134,0.83578
2.140,0.83194
2.146,0.82809
2.152,0.82423
2.158,0.82036
2.164,0.81647
2.170,0.81258
2.176,0.80867
2.182,0.80475
2.188,0.80082
2.194,0.79688
2.200,0.79293
2.206,0.78897
2.212,0.78500
2.218,0.78102
2.224,0.77703
2.230,0.77303
2.236,0.76902
2.242,0.76500
2.248,0.76098
2.254,0.75694
2.260,0.75290
2.266,0.74885
2.272,0.74479
2.278,0.74072
2.284,0.73664
2.290,0.73256
2.296,0.72847
2.302,0.72437
2.308,0.72027
2.314,0.71615
2.320,0.71203
2.326,0.70791
2.332,0.70378
2.338,0.69964
2.344,0.69549
2.350,0.69134
2.356,0.68718
2.362,0.68302
2.368,0.67885
2.374,0.67467
2.380,0.67049
2.386,0.66631
2.392,0.66212
2.398,0.65792
2.404,0.65372
2.410,0.64951
2.416,0.64530
2.422,0.64108
2.428,0.63686
2.434,0.63263
2.440,0.62840
2.446,0.62416
2.452,0.61992
2.458,0.61568
2.464,0.61143
2.470,0.60718
2.476,0.60292
2.482,0.59866
2.488,0.59440
2.494,0.59013
2.500,0.58586
